#correcteur=PID,Kp=60,Ki=15,Kd=8,FF=204.0,Vc=0.7
t_s,mode,vitesse_freq_ms,vitesse_periode_ms,consigne_vitesse_ms,distance_m,consigne_dist_m,erreur_m,commande_pwm
32.4,2,0.9098,0.923,0.7,-1.0,0.3,-0.223,185.7
32.5,2,1.0102,0.9431,0.7,-1.0,0.3,-0.2431,181.9
32.6,2,0.917,0.9103,0.7,-1.0,0.3,-0.2103,188.1
32.7,2,0.8943,0.9251,0.7,-1.0,0.3,-0.2251,183.4
32.8,2,0.8763,0.9237,0.7,-1.0,0.3,-0.2237,184.8
32.9,2,0.9639,0.9083,0.7,-1.0,0.3,-0.2083,186.9
33.0,2,0.8703,0.9341,0.7,-1.0,0.3,-0.2341,182.0
33.1,2,0.8822,0.9293,0.7,-1.0,0.3,-0.2293,184.7
33.2,2,0.9712,0.9232,0.7,-1.0,0.3,-0.2232,185.2
33.3,2,0.9498,0.9216,0.7,-1.0,0.3,-0.2216,184.9
33.4,2,0.9123,0.9163,0.7,-1.0,0.3,-0.2163,185.6
33.5,2,0.8776,0.9216,0.7,-1.0,0.3,-0.2216,184.4
33.6,2,0.8299,0.9203,0.7,-1.0,0.3,-0.2203,185.0
33.7,2,0.9068,0.917,0.7,-1.0,0.3,-0.217,185.4
33.8,2,0.9082,0.9208,0.7,-1.0,0.3,-0.2208,184.6
33.9,2,0.9511,0.9219,0.7,-1.0,0.3,-0.2219,184.7
34.0,2,0.88,0.9328,0.7,-1.0,0.3,-0.2328,183.3
34.1,2,0.8652,0.9046,0.7,-1.0,0.3,-0.2046,188.1
34.2,2,0.9012,0.9219,0.7,-1.0,0.3,-0.2219,183.4
34.3,2,0.8473,0.9131,0.7,-1.0,0.3,-0.2131,186.0
34.4,2,0.9339,0.9196,0.7,-1.0,0.3,-0.2196,184.4
34.5,2,0.8863,0.9302,0.7,-1.0,0.3,-0.2302,183.5
34.6,2,0.869,0.9148,0.7,-1.0,0.3,-0.2148,186.5
34.7,2,0.8707,0.9242,0.7,-1.0,0.3,-0.2242,183.9
34.8,2,0.8132,0.9285,0.7,-1.0,0.3,-0.2285,184.1
34.9,2,0.9423,0.916,0.7,-1.0,0.3,-0.216,186.2
